
id_venta;id_prod;id_cliente ;id_territorio;cod_pago ;id_vendedor ;fecha_venta;fecha_entrega;fecha_pago ;valor_unidad;cantidad ;costos _directos ;costos_indirectos 
615;5;231;3;101;72;11 01 2018;23 01 2018;17 02 2018;116;85;4930;2958
616;1;197;11;102;2;4 11 2018;19 11 2018;12 12 2018;339;56;7593,6;3037,44
617;22;219;4;104;45;10 01 2018;16 01 2018;25 01 2018;470;99;23265;9306
618;35;303;13;105;70;24 06 2018;17 07 2018;29 07 2018;411;27;4438,8;1775,52
619;65;39;2;103;30;3 08 2019;31 08 2019;7 09 2019;487;19;3701,2;2220,72
620;28;159;10;104;30;6 02 2019;3 03 2019;8 03 2019;213;13;1107,6;664,56
621;26;54;1;103;74;7 07 2019;2 08 2019;15 08 2019;773;56;17315,2;8657,6
622;61;231;16;104;92;24 10 2019;29 10 2019;13 11 2019;118;19;1121;672,6
623;70;42;20;106;40;11 11 2018;14 11 2018;13 12 2018;660;90;23760;14256
624;71;99;2;101;23;20 03 2019;18 04 2019;18 05 2019;713;48;17112;8556
625;4;289;14;101;87;7 03 2019;2 04 2019;11 04 2019;14;22;123,2;61,6
626;47;24;4;104;4;5 10 2018;23 10 2018;7 11 2018;369;9;1660,5;664,2
627;15;262;5;102;15;17 04 2018;15 05 2018;25 05 2018;174;93;6472,8;3236,4
628;27;298;18;106;60;19 03 2019;21 03 2019;5 04 2019;603;4;1206;482,4
629;77;132;6;101;2;10 11 2019;30 11 2019;19 12 2019;546;107;29211;14605,5
630;76;94;6;106;52;2 06 2018;23 06 2018;15 07 2018;430;16;3440;1720
631;91;13;18;101;55;4 02 2019;11 02 2019;4 03 2019;665;2;532;212,8
632;18;63;1;101;83;24 11 2018;13 12 2018;11 01 2019;699;115;32154;16077
633;96;19;11;106;20;11 12 2019;6 01 2020;17 01 2020;15;47;352,5;211,5
634;21;210;16;105;46;1 07 2018;28 07 2018;25 08 2018;525;52;10920;5460
635;42;9;12;106;58;1 10 2018;16 10 2018;27 10 2018;687;86;29541;14770,5
636;48;126;7;106;10;11 01 2019;30 01 2019;26 02 2019;899;87;31285,2;12514,08
637;27;235;6;104;47;20 09 2018;22 09 2018;7 10 2018;674;71;23927;11963,5
638;58;22;1;104;79;19 12 2019;19 12 2019;8 01 2020;892;89;31755,2;15877,6
639;1;255;20;104;88;20 09 2018;18 10 2018;22 10 2018;361;35;5054;2021,6
640;23;130;12;101;15;12 06 2018;19 06 2018;27 06 2018;646;59;19057;9528,5
641;8;318;12;102;45;28 07 2018;2 08 2018;1 09 2018;826;82;27092,8;10837,12
642;65;65;10;104;45;17 07 2019;3 08 2019;29 08 2019;582;31;9021;4510,5
643;23;117;17;104;66;11 10 2019;3 11 2019;11 11 2019;516;66;13622,4;6811,2
644;43;286;1;103;104;5 10 2019;15 10 2019;20 10 2019;33;64;844,8;422,4
645;20;267;14;105;67;15 03 2019;11 04 2019;21 04 2019;806;30;12090;4836
646;60;334;20;104;84;5 02 2019;8 02 2019;25 02 2019;330;18;2376;950,4
647;96;62;4;105;105;21 08 2019;4 09 2019;14 09 2019;389;6;1167;700,2
648;66;231;8;103;68;15 01 2018;2 02 2018;7 02 2018;498;63;15687;6274,8
649;5;207;13;101;93;18 03 2019;10 04 2019;8 05 2019;29;15;217,5;87
650;54;45;2;101;103;3 02 2019;17 02 2019;26 02 2019;514;91;18709,6;11225,76
651;47;329;2;101;18;1 05 2019;2 05 2019;28 05 2019;971;32;15536;7768
652;56;270;10;104;80;2 06 2018;2 07 2018;2 07 2018;538;63;16947;10168,2
653;95;129;2;101;57;7 09 2018;17 09 2018;22 09 2018;922;100;36880;14752
654;63;130;15;106;49;24 11 2018;18 12 2018;5 01 2019;859;37;15891,5;9534,9
655;92;123;18;104;71;1 02 2019;9 02 2019;21 02 2019;351;29;4071,6;1628,64
656;87;140;5;106;104;8 10 2019;17 10 2019;14 11 2019;219;52;5694;3416,4
657;61;257;5;105;101;17 05 2018;4 06 2018;22 06 2018;174;22;1914;1148,4
658;91;283;16;102;31;5 10 2019;9 10 2019;5 11 2019;823;120;39504;23702,4
659;3;318;10;106;99;8 02 2019;16 02 2019;8 03 2019;268;10;1340;536
660;63;188;9;104;85;5 01 2019;3 02 2019;3 03 2019;646;45;11628;5814
661;34;143;20;101;40;13 04 2018;2 05 2018;8 05 2018;835;43;17952,5;7181
662;24;131;8;102;90;1 02 2018;25 02 2018;19 03 2018;413;33;6814,5;4088,7
663;8;88;7;101;42;12 05 2019;19 05 2019;3 06 2019;484;107;25894;15536,4
664;8;331;14;106;49;14 02 2018;22 02 2018;18 03 2018;619;52;16094;6437,6
665;42;129;10;105;101;10 12 2019;26 12 2019;16 01 2020;855;58;24795;9918
666;25;315;18;101;37;25 12 2018;1 01 2019;7 01 2019;525;99;20790;10395
667;42;215;20;105;26;29 09 2019;22 10 2019;14 11 2019;690;107;29532;11812,8
668;4;130;11;102;48;16 04 2019;1 05 2019;16 05 2019;447;58;10370,4;4148,16
669;6;291;12;102;76;3 10 2019;18 10 2019;5 11 2019;472;83;19588;7835,2
670;77;275;18;103;37;30 07 2018;21 08 2018;8 09 2018;896;80;28672;11468,8
671;47;332;4;106;52;8 02 2018;23 02 2018;19 03 2018;293;35;5127,5;2051
672;60;142;4;106;97;24 05 2019;24 05 2019;3 06 2019;183;31;2269,2;1134,6
673;84;139;1;106;6;13 02 2018;9 03 2018;14 03 2018;571;117;26722,8;16033,68
674;34;129;13;104;72;18 07 2019;16 08 2019;15 09 2019;808;25;10100;4040
675;42;240;4;103;49;14 06 2018;25 06 2018;23 07 2018;935;89;33286;16643
676;90;170;19;101;57;15 05 2018;24 05 2018;12 06 2018;261;88;11484;4593,6
677;5;57;13;105;54;27 07 2018;2 08 2018;18 08 2018;130;70;3640;1820
678;47;44;4;101;43;8 10 2019;3 11 2019;17 11 2019;611;50;15275;6110
679;76;332;9;104;57;26 01 2018;15 02 2018;18 02 2018;924;49;18110,4;10866,24
680;46;205;10;103;103;24 12 2019;30 12 2019;25 01 2020;305;100;15250;7625
681;24;164;8;106;36;6 08 2018;20 08 2018;24 08 2018;257;48;6168;3700,8
682;70;310;4;103;7;31 07 2018;12 08 2018;4 09 2018;602;38;11438;4575,2
683;53;283;11;104;100;5 04 2018;14 04 2018;2 05 2018;968;25;9680;3872
684;61;178;20;106;70;19 07 2019;15 08 2019;20 08 2019;475;57;13537,5;5415
685;84;297;19;104;86;10 04 2018;7 05 2018;8 05 2018;266;17;2261;1130,5
686;69;201;5;101;11;8 12 2019;20 12 2019;25 12 2019;152;119;9044;5426,4
687;6;212;13;102;21;7 10 2019;14 10 2019;28 10 2019;508;95;19304;11582,4
688;18;312;8;103;13;23 01 2018;18 02 2018;20 03 2018;670;64;17152;8576
689;87;18;7;105;79;10 12 2019;2 01 2020;21 01 2020;291;59;8584,5;4292,25
690;34;140;9;106;89;24 05 2018;8 06 2018;20 06 2018;264;17;2244;1346,4
691;68;284;20;103;2;9 05 2018;26 05 2018;18 06 2018;980;9;4410;2646
692;84;10;3;101;95;15 02 2019;16 02 2019;17 02 2019;959;32;12275,2;4910,08
693;23;72;17;101;39;26 09 2019;28 09 2019;19 10 2019;549;29;6368,4;2547,36
694;67;71;11;106;17;9 10 2019;10 10 2019;5 11 2019;318;40;6360;3180
695;36;214;1;102;59;28 12 2018;1 01 2019;22 01 2019;620;59;14632;5852,8
696;57;248;7;104;61;30 01 2018;9 02 2018;9 03 2018;131;11;576,4;288,2
697;86;63;4;101;17;19 12 2019;1 01 2020;2 01 2020;705;117;41242,5;24745,5
698;90;41;12;101;40;28 07 2018;5 08 2018;5 08 2018;257;36;3700,8;1480,32
699;3;3;11;102;61;1 08 2018;26 08 2018;10 09 2018;260;77;10010;4004
700;30;37;2;104;67;10 11 2018;10 11 2018;20 11 2018;79;13;410,8;164,32
701;6;275;19;102;59;15 04 2018;13 05 2018;17 05 2018;615;118;29028;17416,8
702;70;161;12;104;104;7 05 2019;17 05 2019;26 05 2019;892;99;44154;22077
703;58;26;5;105;82;23 02 2019;22 03 2019;15 04 2019;358;57;8162,4;4081,2
704;84;86;8;103;34;26 01 2018;2 02 2018;1 03 2018;344;112;15411,2;6164,48
705;43;257;14;102;92;11 01 2018;18 01 2018;14 02 2018;670;24;6432;3859,2
706;1;122;17;105;40;12 06 2018;24 06 2018;21 07 2018;337;107;18029,5;10817,7
707;66;104;18;101;78;10 07 2018;13 07 2018;16 07 2018;117;100;4680;1872
708;44;319;16;105;39;11 06 2019;4 07 2019;4 07 2019;812;64;25984;15590,4
709;77;97;3;102;10;8 11 2018;3 12 2018;1 01 2019;297;110;13068;6534
710;17;128;19;104;83;16 09 2018;6 10 2018;26 10 2018;854;60;25620;12810
711;53;237;6;102;58;18 11 2018;8 12 2018;18 12 2018;107;95;4066;2439,6
712;49;144;20;105;13;25 12 2018;12 01 2019;12 01 2019;312;11;1372,8;686,4
713;62;6;9;101;31;23 04 2018;18 05 2018;5 06 2018;461;19;4379,5;1751,8
714;58;10;14;103;91;12 10 2019;26 10 2019;18 11 2019;482;65;15665;9399
715;79;79;15;105;55;31 05 2019;1 06 2019;4 06 2019;735;111;40792,5;24475,5
716;51;182;9;102;64;4 08 2019;9 08 2019;11 08 2019;160;48;3072;1843,2
717;42;132;19;102;27;11 08 2019;24 08 2019;26 08 2019;627;2;501,6;200,64
718;4;116;13;102;35;10 12 2019;17 12 2019;11 01 2020;573;109;24982,8;14989,68
719;84;315;11;103;53;21 04 2018;11 05 2018;4 06 2018;941;27;10162,8;4065,12
720;47;232;11;102;60;1 03 2018;28 03 2018;31 03 2018;166;93;6175,2;3087,6
721;18;326;6;105;83;29 03 2018;12 04 2018;16 04 2018;814;115;37444;14977,6
722;33;108;14;105;13;23 05 2019;25 05 2019;22 06 2019;988;84;41496;20748
723;5;118;2;105;59;23 07 2019;9 08 2019;3 09 2019;377;4;603,2;301,6
724;80;135;12;106;79;12 03 2019;24 03 2019;11 04 2019;22;53;466,4;233,2
725;5;112;9;106;100;11 05 2019;14 05 2019;16 05 2019;847;10;4235;2541
726;69;220;6;106;65;12 07 2018;22 07 2018;9 08 2018;212;77;8162;4081
727;51;303;14;104;2;2 07 2018;27 07 2018;13 08 2018;82;113;3706,4;1482,56
728;1;231;17;106;35;29 04 2019;8 05 2019;25 05 2019;923;69;25474,8;10189,92
729;20;311;8;103;31;9 01 2019;24 01 2019;9 02 2019;336;6;806,4;483,84
730;21;314;7;102;53;7 01 2018;28 01 2018;24 02 2018;132;118;6230,4;3738,24
731;69;195;8;104;95;21 09 2019;21 09 2019;21 09 2019;324;26;3369,6;2021,76
732;41;282;11;102;2;22 07 2019;14 08 2019;24 08 2019;703;111;31213,2;15606,6
733;70;188;19;105;33;20 03 2019;4 04 2019;6 04 2019;122;69;3367,2;1683,6
734;59;327;3;101;104;19 12 2018;4 01 2019;17 01 2019;828;55;22770;9108
735;54;289;10;103;1;3 12 2019;14 12 2019;9 01 2020;853;27;9212,4;5527,44
736;64;81;12;104;50;20 03 2019;29 03 2019;3 04 2019;87;16;696;348
737;52;233;1;106;18;9 03 2018;8 04 2018;23 04 2018;224;55;6160;3696
738;34;80;6;104;26;22 04 2018;2 05 2018;6 05 2018;530;75;19875;9937,5
739;53;8;7;105;97;22 03 2018;9 04 2018;19 04 2018;903;82;37023;14809,2
740;33;182;16;102;28;4 08 2019;19 08 2019;18 09 2019;128;59;3020,8;1510,4
741;46;208;7;102;31;11 08 2018;23 08 2018;12 09 2018;369;43;7933,5;4760,1
742;92;18;6;106;27;30 11 2018;5 12 2018;14 12 2018;972;65;31590;12636
743;19;235;15;101;78;27 05 2019;14 06 2019;29 06 2019;371;98;14543,2;7271,6
744;14;317;10;103;18;8 08 2018;23 08 2018;6 09 2018;407;112;18233,6;9116,8
745;89;258;4;105;29;9 06 2019;23 06 2019;22 07 2019;290;24;3480;2088
746;27;33;8;104;42;14 12 2018;20 12 2018;25 12 2018;841;54;18165,6;9082,8
747;10;27;6;102;48;8 09 2018;17 09 2018;13 10 2018;215;75;6450;3870
748;4;332;3;103;78;10 02 2018;1 03 2018;14 03 2018;537;35;7518;3007,2
749;77;13;1;103;89;24 03 2018;26 03 2018;26 03 2018;313;105;13146;6573
750;68;254;14;101;92;8 05 2019;7 06 2019;26 06 2019;372;44;6547,2;3928,32
751;50;133;14;101;90;30 06 2019;11 07 2019;8 08 2019;428;66;14124;7062
752;58;51;11;105;49;3 07 2018;13 07 2018;5 08 2018;501;17;3406,8;2044,08
753;6;274;19;105;104;27 10 2019;16 11 2019;27 11 2019;881;57;25108,5;12554,25
754;20;313;6;103;17;24 05 2019;19 06 2019;24 06 2019;366;74;10833,6;5416,8
755;19;289;17;101;67;9 08 2019;21 08 2019;5 09 2019;477;9;2146,5;1073,25
756;38;255;13;103;16;11 04 2018;27 04 2018;16 05 2018;895;106;37948;18974
757;1;14;13;101;39;1 03 2019;4 03 2019;30 03 2019;867;7;2427,6;1456,56
758;1;90;3;103;38;1 10 2018;7 10 2018;9 10 2018;196;54;4233,6;2116,8
759;65;49;14;103;104;15 06 2018;20 06 2018;17 07 2018;480;99;23760;11880
760;3;147;12;106;48;9 06 2019;26 06 2019;3 07 2019;335;27;4522,5;2713,5
761;90;305;16;105;84;16 06 2019;13 07 2019;14 07 2019;994;80;39760;15904
762;2;258;19;104;30;15 02 2019;16 02 2019;21 02 2019;264;115;12144;6072
763;23;138;12;101;100;4 04 2018;14 04 2018;5 05 2018;770;44;16940;8470
764;31;173;10;101;36;30 07 2018;18 08 2018;31 08 2018;834;7;2335,2;1401,12
765;71;236;19;103;45;13 11 2019;20 11 2019;24 11 2019;434;74;12846,4;5138,56
766;68;226;13;104;5;5 07 2019;18 07 2019;8 08 2019;336;65;10920;5460
767;29;301;15;103;103;5 05 2018;13 05 2018;4 06 2018;171;49;3351,6;1675,8
768;6;44;13;103;38;4 06 2018;3 07 2018;14 07 2018;611;73;22301,5;8920,6
769;17;96;15;102;88;27 09 2018;20 10 2018;13 11 2018;133;45;2394;1197
770;86;56;5;105;64;3 08 2018;13 08 2018;5 09 2018;71;8;227,2;136,32
771;38;104;18;101;85;24 06 2019;19 07 2019;4 08 2019;879;42;18459;9229,5
772;48;44;19;105;48;24 09 2019;30 09 2019;25 10 2019;455;46;8372;5023,2
773;90;288;15;104;14;22 03 2019;16 04 2019;4 05 2019;103;115;5922,5;3553,5
774;58;282;2;103;56;7 12 2018;19 12 2018;10 01 2019;947;56;26516;13258
775;19;28;4;101;73;26 08 2019;27 08 2019;17 09 2019;134;39;2090,4;836,16
776;51;330;2;101;68;28 11 2019;16 12 2019;4 01 2020;618;108;26697,6;13348,8
777;83;318;7;103;97;29 10 2019;22 11 2019;4 12 2019;804;32;12864;5145,6
778;52;252;8;104;41;30 11 2018;26 12 2018;18 01 2019;261;39;5089,5;2035,8
779;19;44;2;101;16;29 05 2018;18 06 2018;12 07 2018;542;43;9322,4;4661,2
780;69;206;4;105;2;11 04 2018;4 05 2018;20 05 2018;678;34;9220,8;3688,32
781;19;9;13;106;84;4 06 2018;4 07 2018;23 07 2018;78;7;218,4;109,2
782;90;22;3;105;5;25 02 2018;18 03 2018;12 04 2018;773;19;7343,5;4406,1
783;55;137;8;103;42;29 07 2019;26 08 2019;16 09 2019;654;38;9940,8;5964,48
784;39;119;1;103;4;26 08 2019;9 09 2019;19 09 2019;894;64;28608;17164,8
785;75;23;6;101;103;9 06 2018;22 06 2018;15 07 2018;780;118;36816;14726,4
786;4;91;13;101;61;4 02 2019;17 02 2019;27 02 2019;661;107;28290,8;14145,4
787;74;124;20;101;95;31 03 2019;31 03 2019;18 04 2019;49;91;1783,6;1070,16
788;47;157;20;103;39;3 05 2019;30 05 2019;6 06 2019;335;78;13065;6532,5
789;35;140;7;102;35;5 07 2019;7 07 2019;20 07 2019;761;50;15220;7610
790;51;198;9;103;31;5 11 2018;24 11 2018;24 12 2018;755;12;4530;1812
791;31;238;19;103;70;14 02 2019;2 03 2019;1 04 2019;281;17;1910,8;1146,48
792;39;253;7;106;15;10 08 2018;16 08 2018;12 09 2018;914;77;28151,2;16890,72
793;17;168;10;105;70;4 03 2018;17 03 2018;6 04 2018;488;26;5075,2;2537,6
794;8;66;6;104;90;31 08 2019;22 09 2019;9 10 2019;346;82;11348,8;6809,28
795;66;91;16;104;36;28 05 2019;26 06 2019;6 07 2019;380;77;14630;5852
796;39;311;11;103;104;16 01 2018;15 02 2018;27 02 2018;259;51;6604,5;3962,7
797;2;243;5;106;70;26 07 2019;3 08 2019;13 08 2019;515;106;27295;16377
798;41;140;19;101;40;24 09 2018;18 10 2018;31 10 2018;292;107;15622;7811
799;67;169;19;104;36;24 03 2019;22 04 2019;2 05 2019;584;79;18454,4;11072,64
800;70;315;3;102;51;9 02 2018;13 02 2018;2 03 2018;268;114;15276;9165,6
801;46;257;19;103;31;17 10 2019;16 11 2019;17 11 2019;166;67;5561;2224,4
802;2;133;1;101;39;2 09 2019;2 10 2019;28 10 2019;472;31;7316;4389,6
803;15;214;9;102;72;1 01 2018;16 01 2018;8 02 2018;660;42;13860;8316
804;89;329;5;105;25;16 06 2019;7 07 2019;6 08 2019;666;84;22377,6;11188,8
805;2;327;16;106;78;24 01 2019;9 02 2019;15 02 2019;89;110;4895;1958
806;15;16;5;104;23;24 12 2018;3 01 2019;27 01 2019;797;80;31880;12752
807;33;52;9;103;87;14 10 2018;3 11 2018;8 11 2018;198;61;6039;3623,4
808;71;147;11;102;30;21 09 2019;27 09 2019;18 10 2019;264;8;844,8;337,92
809;25;201;3;105;38;21 01 2018;15 02 2018;1 03 2018;664;50;16600;9960
810;14;114;7;106;38;27 10 2018;9 11 2018;24 11 2018;188;97;9118;4559
811;69;64;13;105;25;22 09 2018;22 10 2018;14 11 2018;463;51;9445,2;5667,12
812;40;164;11;103;77;2 03 2018;9 03 2018;14 03 2018;739;70;20692;8276,8
813;22;215;20;102;13;16 07 2019;29 07 2019;3 08 2019;717;22;7887;4732,2
814;11;41;3;103;80;18 01 2018;27 01 2018;23 02 2018;437;60;13110;7866
815;78;18;10;101;47;9 09 2019;29 09 2019;10 10 2019;641;93;23845,2;9538,08
816;70;228;19;104;64;19 12 2019;18 01 2020;30 01 2020;599;102;24439,2;12219,6
817;73;266;20;104;26;1 06 2018;9 06 2018;20 06 2018;531;22;4672,8;1869,12
818;46;287;14;106;6;22 02 2019;9 03 2019;8 04 2019;78;34;1326;530,4
819;89;288;15;105;16;25 10 2019;13 11 2019;28 11 2019;523;66;17259;6903,6
820;18;213;1;106;68;3 11 2019;30 11 2019;2 12 2019;59;87;2566,5;1539,9
821;4;129;13;102;51;26 04 2018;11 05 2018;22 05 2018;819;6;1965,6;1179,36
822;68;149;11;102;30;1 03 2018;20 03 2018;14 04 2018;539;109;23500,4;9400,16
823;67;326;5;104;34;8 09 2019;13 09 2019;28 09 2019;622;56;13932,8;5573,12
824;16;23;2;106;34;7 08 2019;20 08 2019;21 08 2019;344;77;10595,2;5297,6
825;27;100;2;105;38;2 02 2018;24 02 2018;9 03 2018;921;100;46050;23025
826;92;216;1;103;50;28 01 2018;1 02 2018;25 02 2018;235;44;4136;2481,6
827;92;57;14;102;29;6 06 2018;6 07 2018;4 08 2018;565;67;18927,5;11356,5
828;77;74;1;102;65;3 02 2018;13 02 2018;25 02 2018;400;88;17600;10560
829;78;46;6;101;4;17 07 2019;16 08 2019;2 09 2019;878;80;35120;21072
830;92;59;15;106;64;17 10 2019;11 11 2019;18 11 2019;501;5;1002;601,2
831;21;75;2;105;99;15 12 2018;26 12 2018;25 01 2019;409;94;19223;9611,5
832;76;169;19;106;62;20 10 2018;23 10 2018;30 10 2018;200;92;7360;2944
833;21;268;8;106;28;7 07 2019;12 07 2019;29 07 2019;356;80;14240;5696
834;4;324;3;102;2;13 07 2019;9 08 2019;16 08 2019;670;93;24924;9969,6
835;79;126;7;101;51;13 12 2018;1 01 2019;4 01 2019;776;21;6518,4;2607,36
836;12;214;7;105;79;24 08 2018;23 09 2018;7 10 2018;163;37;2412,4;1447,44
837;28;62;9;106;17;27 06 2018;10 07 2018;25 07 2018;582;96;27936;16761,6
838;68;21;10;106;102;25 03 2018;22 04 2018;25 04 2018;751;5;1502;600,8
839;53;258;6;105;62;18 10 2019;1 11 2019;18 11 2019;216;119;12852;6426
840;37;250;6;103;22;25 07 2019;31 07 2019;20 08 2019;355;14;1988;994
841;44;263;7;101;58;22 10 2018;9 11 2018;8 12 2018;679;56;15209,6;7604,8
842;22;218;5;106;77;28 12 2019;7 01 2020;12 01 2020;924;99;36590,4;14636,16
843;24;69;6;103;32;5 09 2018;29 09 2018;4 10 2018;495;76;15048;9028,8
844;93;164;8;101;54;22 09 2018;7 10 2018;30 10 2018;833;16;6664;3332
845;41;279;17;103;99;8 12 2019;29 12 2019;21 01 2020;186;36;2678,4;1607,04
846;12;183;19;105;45;9 12 2019;22 12 2019;21 01 2020;297;75;8910;4455
847;96;236;20;104;65;20 04 2019;26 04 2019;9 05 2019;772;9;2779,2;1111,68
848;58;28;13;101;60;9 07 2018;4 08 2018;25 08 2018;470;7;1645;822,5
849;30;167;15;103;104;26 07 2018;9 08 2018;20 08 2018;124;14;868;520,8
850;80;280;15;105;17;18 06 2018;21 06 2018;12 07 2018;128;54;3456;1382,4
851;2;273;8;104;102;3 10 2019;28 10 2019;22 11 2019;939;69;32395,5;12958,2
852;33;145;7;106;16;14 08 2018;24 08 2018;10 09 2018;915;12;5490;3294
853;28;34;17;102;14;30 10 2019;10 11 2019;24 11 2019;792;43;17028;6811,2
854;95;121;11;104;49;3 01 2019;27 01 2019;16 02 2019;45;81;1822,5;1093,5
855;26;194;6;105;7;14 05 2018;17 05 2018;23 05 2018;31;73;905,2;362,08
856;8;66;10;101;49;26 09 2019;4 10 2019;27 10 2019;149;57;4246,5;1698,6
857;86;183;3;105;74;20 06 2018;17 07 2018;11 08 2018;653;45;14692,5;5877
858;46;201;11;103;12;16 07 2018;22 07 2018;7 08 2018;188;26;1955,2;1173,12
859;50;331;17;102;24;23 07 2019;24 07 2019;30 07 2019;891;35;15592,5;6237
860;18;198;12;106;4;7 02 2018;17 02 2018;2 03 2018;134;119;7973;3189,2
861;77;224;20;102;22;19 02 2019;27 02 2019;7 03 2019;929;70;32515;13006
862;67;333;5;102;38;30 08 2019;12 09 2019;23 09 2019;224;42;3763,2;1505,28
863;25;257;11;101;95;9 08 2018;9 08 2018;2 09 2018;450;103;18540;11124
864;35;329;7;103;104;29 07 2019;3 08 2019;28 08 2019;175;70;6125;2450
865;45;23;7;103;80;10 01 2018;16 01 2018;24 01 2018;776;20;6208;3104
866;64;204;10;104;27;31 01 2018;7 02 2018;19 02 2018;807;4;1614;645,6
867;55;334;19;102;9;27 03 2019;20 04 2019;2 05 2019;53;91;1929,2;771,68
868;82;310;10;105;11;9 10 2019;28 10 2019;15 11 2019;588;49;11524,8;6914,88
869;70;73;14;102;71;30 01 2019;8 02 2019;18 02 2019;250;101;10100;6060
870;41;144;4;102;28;5 11 2019;26 11 2019;23 12 2019;809;8;3236;1941,6
871;70;201;11;106;70;12 06 2018;28 06 2018;28 07 2018;334;29;3874,4;1937,2
872;1;319;10;102;30;4 03 2019;26 03 2019;3 04 2019;615;60;18450;7380
873;45;109;9;104;19;27 01 2018;12 02 2018;13 02 2018;435;15;2610;1044
874;27;41;11;106;73;23 01 2018;1 02 2018;13 02 2018;218;84;7324,8;3662,4
875;84;34;9;103;20;4 11 2019;28 11 2019;26 12 2019;120;19;1140;456
876;14;49;6;106;42;20 11 2018;11 12 2018;29 12 2018;27;112;1209,6;604,8
877;31;153;8;104;21;10 03 2018;18 03 2018;12 04 2018;259;51;5283,6;3170,16
878;29;141;13;101;28;7 12 2018;26 12 2018;23 01 2019;685;115;39387,5;19693,75
879;78;219;16;106;5;27 12 2018;28 12 2018;14 01 2019;500;91;18200;9100
880;88;178;15;104;23;22 04 2018;22 04 2018;24 04 2018;701;14;3925,6;2355,36
881;81;23;6;106;55;7 04 2018;28 04 2018;21 05 2018;181;6;434,4;260,64
882;78;113;10;106;30;12 07 2018;20 07 2018;27 07 2018;398;61;12139;7283,4
883;42;131;3;102;44;27 11 2018;2 12 2018;9 12 2018;829;19;7875,5;3937,75
884;70;43;12;101;42;25 06 2019;8 07 2019;19 07 2019;672;64;17203,2;8601,6
885;76;103;20;102;10;7 02 2018;9 03 2018;18 03 2018;788;28;11032;6619,2
886;1;234;15;106;11;14 04 2019;4 05 2019;22 05 2019;526;20;5260;2630
887;18;36;3;106;86;28 04 2018;3 05 2018;15 05 2018;772;12;4632;2779,2
888;85;77;1;105;14;25 02 2018;23 03 2018;18 04 2018;707;86;24320,8;9728,32
889;75;106;16;106;100;20 09 2019;29 09 2019;27 10 2019;84;92;3091,2;1545,6
890;46;322;15;102;24;12 09 2019;6 10 2019;2 11 2019;260;99;12870;6435
891;43;23;2;101;18;10 03 2019;21 03 2019;28 03 2019;397;67;13299,5;6649,75
892;32;219;14;103;79;13 01 2018;9 02 2018;11 02 2018;559;110;30745;12298
893;92;102;13;104;37;7 05 2019;25 05 2019;26 05 2019;101;95;3838;1535,2
894;25;230;6;104;54;18 11 2019;20 11 2019;9 12 2019;650;120;31200;15600
895;85;248;17;103;31;7 03 2019;18 03 2019;6 04 2019;460;13;2990;1495
896;80;279;14;104;14;22 02 2018;24 02 2018;14 03 2018;255;100;10200;5100
897;8;99;14;105;36;20 08 2019;29 08 2019;19 09 2019;744;96;35712;14284,8
898;43;184;7;104;54;8 06 2019;3 07 2019;31 07 2019;493;33;6507,6;2603,04
899;21;131;17;101;85;18 12 2018;31 12 2018;22 01 2019;473;97;18352,4;11011,44
900;45;300;20;102;39;23 02 2019;23 02 2019;7 03 2019;568;14;3976;1988
901;24;266;11;106;80;11 03 2019;12 03 2019;4 04 2019;388;48;7449,6;4469,76
902;69;302;12;102;33;11 07 2018;11 07 2018;12 07 2018;433;46;9959;3983,6
903;40;210;20;106;23;19 10 2019;28 10 2019;15 11 2019;445;12;2670;1335
904;57;173;3;102;86;13 04 2018;13 04 2018;21 04 2018;930;59;21948;13168,8
905;58;247;9;106;44;11 08 2018;18 08 2018;26 08 2018;160;80;5120;2048
906;49;149;17;102;23;18 02 2019;18 03 2019;23 03 2019;21;79;829,5;414,75
907;79;34;6;102;6;19 11 2018;26 11 2018;25 12 2018;652;37;12062;6031
908;26;69;10;103;60;8 08 2019;24 08 2019;30 08 2019;98;57;2793;1117,2
909;84;187;9;102;46;7 02 2018;20 02 2018;2 03 2018;93;84;3906;1953
910;26;220;4;102;5;12 04 2019;19 04 2019;22 04 2019;616;5;1232;492,8
911;76;5;6;106;56;7 10 2019;6 11 2019;15 11 2019;233;74;6896,8;2758,72
912;20;53;7;102;15;5 02 2019;8 02 2019;14 02 2019;411;10;2055;1233
913;59;214;7;104;28;5 03 2019;6 03 2019;8 03 2019;180;65;4680;1872
914;33;309;10;103;47;11 10 2019;9 11 2019;3 12 2019;413;107;17676,4;7070,56
915;16;76;6;106;55;12 09 2018;6 10 2018;22 10 2018;805;88;35420;14168
916;11;50;10;103;97;12 01 2018;23 01 2018;23 01 2018;347;37;5135,6;2054,24
917;16;182;11;101;32;16 04 2019;16 05 2019;15 06 2019;844;19;8018;3207,2
918;57;79;15;102;34;18 06 2018;16 07 2018;14 08 2018;12;84;403,2;161,28
919;43;111;17;106;34;26 02 2018;1 03 2018;20 03 2018;218;13;1133,6;453,44
920;94;61;14;101;28;1 03 2018;2 03 2018;29 03 2018;233;22;2563;1537,8
921;43;273;12;103;15;19 09 2018;24 09 2018;24 10 2018;481;111;21356,4;10678,2
922;24;28;16;102;102;7 10 2018;18 10 2018;1 11 2018;166;44;2921,6;1752,96
