ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-1834,2,11/04/2016 09:01,11/04/2016 15:01,37.64801,-122.09625,37.64104,-122.09131,0.552,At CA-92/Jackson St - Accident.,,Nimitz Fwy S,R,Hayward,Alameda,CA,94545,US,US/Pacific,KHWD,11/04/2016 08:54,57.9,,72,30.12,10,South,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1835,2,11/04/2016 09:03,11/04/2016 15:03,37.92509,-122.06096,37.92426,-122.06108,0.058,At Treat Blvd - Accident. Right lane blocked.,,I-680 S,R,Walnut Creek,Contra Costa,CA,94597,US,US/Pacific,KCCR,11/04/2016 08:53,57.9,,70,30.04,10,WSW,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1836,2,11/04/2016 10:00,11/04/2016 16:00,37.78606,-122.3909,37.7857,-122.39145,0.039,At Fremont St/Harrison St - Accident. Center lane blocked.,,I-80 W,R,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,11/04/2016 09:53,60.1,,69,30.1,10,South,9.2,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1837,2,11/04/2016 11:59,11/04/2016 17:59,37.80791,-122.3674,37.80791,-122.3674,0,At Treasure Island Rd - Accident. Right lane blocked.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,11/04/2016 11:53,63,,60,30.12,10,South,5.8,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1838,2,11/04/2016 12:54,11/04/2016 18:54,38.583688,-121.5032,38.583697,-121.503197,0.001,At J St - Accident. Left lane blocked.,,CA-99 S,R,Sacramento,Sacramento,CA,95814,US,US/Pacific,KSAC,11/04/2016 12:53,68,,61,30.1,10,SSE,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1839,2,11/04/2016 12:55,11/04/2016 18:55,37.957546,-121.240571,37.958028,-121.240737,0.035,At CA-26/E Charter Way/E Main St - Accident.,,CA-99 S,R,Stockton,San Joaquin,CA,95205,US,US/Pacific,KSCK,11/04/2016 12:55,66.9,,61,30.09,10,SW,3.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1840,2,11/04/2016 12:56,11/04/2016 18:56,37.14609,-121.98586,37.14471,-121.98463,0.117,At Glenwood Dr - Accident. Left lane blocked.,21999, Santa Cruz Hwy,L,Los Gatos,Santa Clara,CA,95033,US,US/Pacific,KSJC,11/04/2016 12:53,64.9,,58,30.11,10,East,5.8,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1841,3,11/04/2016 12:51,11/04/2016 18:51,37.388001,-122.262971,37.38638,-122.264171,0.13,At CA-35/Skyline Blvd - Accident. Blocked ahead.,1510, La Honda Rd,R,Redwood City,San Mateo,CA,94062-3757,US,US/Pacific,KSQL,11/04/2016 12:55,62.6,,63,30.12,10,Variable,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1842,2,11/04/2016 13:05,11/04/2016 19:05,37.96957,-122.3208,37.96122,-122.3301,0.768,At El Portal Dr - Accident. Carpool lane blocked.,,I-80 W,R,San Pablo,Contra Costa,CA,94806,US,US/Pacific,KCCR,11/04/2016 12:53,64.9,,54,30.06,10,West,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1843,2,11/04/2016 13:21,11/04/2016 19:21,37.70069,-122.02557,37.70227,-122.01791,0.433,At Eden Canyon Rd - Accident.,,I-580 E,R,Castro Valley,Alameda,CA,94552,US,US/Pacific,KHWD,11/04/2016 12:54,64.9,,54,30.14,10,West,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1844,2,11/04/2016 13:30,11/04/2016 19:30,37.8313,-122.26686,37.82819,-122.26751,0.218,At I-580/I-980 - Accident.,,Grove Shafter Fwy W,R,Oakland,Alameda,CA,94609,US,US/Pacific,KOAK,11/04/2016 13:53,64.9,,54,30.11,10,SW,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1845,2,11/04/2016 13:36,11/04/2016 19:36,37.95369,-121.30977,37.95604,-121.31696,0.424,At Fremont St/Pershing Avenue - Accident.,,I-5 N,R,Stockton,San Joaquin,CA,95203,US,US/Pacific,KSCK,11/04/2016 13:55,68,,61,30.08,10,WNW,3.5,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1846,3,11/04/2016 14:00,11/04/2016 20:00,37.91838,-122.31734,37.91893,-122.31735,0.038,At Potrero Ave - Accident.,,I-80 E,R,Richmond,Contra Costa,CA,94804,US,US/Pacific,KCCR,11/04/2016 13:53,66,,56,30.06,10,North,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1847,2,11/04/2016 14:32,11/04/2016 20:32,37.80791,-122.3674,37.80791,-122.3674,0,At Treasure Island Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,11/04/2016 14:53,64.9,,56,30.11,10,West,10.4,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1848,3,11/04/2016 14:47,11/04/2016 20:47,38.55389,-121.40801,38.55434,-121.40601,0.112,At Howe Ave - Accident.,,US-50 E,R,Sacramento,Sacramento,CA,95826,US,US/Pacific,KMHR,11/04/2016 14:45,68,,60,30.08,10,Calm,,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1849,2,11/04/2016 14:47,11/04/2016 20:47,36.83067,-121.77108,36.80536,-121.78372,1.883,At Moss Landing Rd - Accident.,1939, Highway 1,L,Moss Landing,Monterey,CA,95039-9629,US,US/Pacific,KWVI,11/04/2016 14:53,63,,70,30.12,10,SW,9.2,,Overcast,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-1850,2,11/04/2016 15:00,11/04/2016 21:00,37.99645,-121.78792,37.99547,-121.78225,0.316,At Hillcrest Ave - Accident.,,CA-4 E,R,Antioch,Contra Costa,CA,94509,US,US/Pacific,KCCR,11/04/2016 14:53,66,,54,30.06,10,West,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1851,2,11/04/2016 15:23,11/04/2016 21:23,37.94307,-122.32383,37.94157,-122.32407,0.104,At Solano Ave - Accident.,,I-80 W,R,Richmond,Contra Costa,CA,94805,US,US/Pacific,KCCR,11/04/2016 14:53,66,,54,30.06,10,West,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1852,2,11/04/2016 15:30,11/04/2016 21:30,37.74227,-122.19797,37.7378,-122.19411,0.374,At Hegenberger Rd - Accident.,,Nimitz Fwy S,R,Oakland,Alameda,CA,94621,US,US/Pacific,KOAK,11/04/2016 15:53,64.9,,61,30.1,10,WNW,11.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1853,3,11/04/2016 15:32,11/04/2016 21:32,37.52244,-122.26612,37.52212,-122.26575,0.03,Ramp to Ralston Ave/Marine Pky/Exit 412 - Accident.,,Bayshore Fwy S,R,Belmont,San Mateo,CA,94002,US,US/Pacific,KSQL,11/04/2016 15:55,60.8,,72,30.11,10,West,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1854,3,11/04/2016 16:15,11/04/2016 22:15,37.72127,-121.93827,37.752516,-121.960367,2.474,Between Alcosta Blvd and Bollinger Canyon Rd - Accident.,,I-680 N,R,Dublin,Alameda,CA,94568,US,US/Pacific,KLVK,11/04/2016 15:53,64,,58,30.08,10,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1855,2,11/04/2016 16:11,11/04/2016 22:11,38.191515,-120.829111,38.19066,-120.82975,0.069,At S CA-26 - Accident.,4, W Highway 12,L,Valley Springs,Calaveras,CA,95252,US,US/Pacific,KO22,11/04/2016 16:15,62.6,,72,30.08,10,South,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1856,2,11/04/2016 16:29,11/04/2016 22:29,38.02368,-121.97127,38.0221,-121.96218,0.507,At Willow Pass Rd (East) - Accident.,,CA-4 E,R,Pittsburg,Contra Costa,CA,94565,US,US/Pacific,KCCR,11/04/2016 16:53,64.9,,63,30.04,10,NNW,10.4,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1857,2,11/04/2016 16:39,11/04/2016 22:39,38.83157,-121.17124,38.848086,-121.151365,1.564,Between Penryn Rd and Newcastle Rd - Accident.,,I-80 E,R,Loomis,Placer,CA,95650,US,US/Pacific,KLHM,11/04/2016 16:35,69.8,,53,30.05,10,West,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1858,2,11/04/2016 16:52,11/04/2016 22:52,38.66387,-121.35723,38.66032,-121.36098,0.318,At Madison Ave - Accident.,,I-80 W,R,Sacramento,Sacramento,CA,95841,US,US/Pacific,KMCC,11/04/2016 16:50,68,,60,30.07,9,SW,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1859,3,11/04/2016 16:48,11/04/2016 22:48,37.90967,-122.32179,37.91511,-122.32634,0.45,At Bayview Ave - Accident.,,I-580 W,R,Richmond,Contra Costa,CA,94804,US,US/Pacific,KCCR,11/04/2016 16:53,64.9,,63,30.04,10,NNW,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1860,2,11/04/2016 17:13,11/04/2016 23:13,38.47782,-121.42671,38.47323,-121.42184,0.412,At Mack Rd/Bruceville Rd - Accident.,,CA-99 S,R,Sacramento,Sacramento,CA,95823,US,US/Pacific,KSAC,11/04/2016 16:53,70,,57,30.06,10,SSW,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1861,2,11/04/2016 17:17,11/04/2016 23:17,38.33576,-122.01707,38.33664,-122.01651,0.068,At Pena Adobe Rd - Accident.,,Rivera Rd,R,Vacaville,Solano,CA,95688,US,US/Pacific,KVCB,11/04/2016 16:53,68,,56,30.08,10,SSW,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1862,2,11/04/2016 17:25,11/04/2016 23:25,38.49797,-121.44812,38.49547,-121.44547,0.224,At Florin Rd - Accident.,,CA-99 N,R,Sacramento,Sacramento,CA,95823,US,US/Pacific,KSAC,11/04/2016 17:53,69.1,,58,30.06,10,WSW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1863,2,11/04/2016 17:52,11/04/2016 23:52,37.36394,-122.12389,37.356546,-122.116774,0.643,Between El Monte Rd and Magdalena Ave - Accident.,,I-280 S,R,Los Altos,Santa Clara,CA,94022,US,US/Pacific,KNUQ,11/04/2016 17:56,64,,65,30.1,10,WNW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1864,2,11/04/2016 17:51,11/04/2016 23:51,36.769185,-121.765101,36.77059,-121.76528,0.098,At CA-183/Merritt St - Accident.,,Cabrillo Hwy,R,Castroville,Monterey,CA,95012,US,US/Pacific,KSNS,11/04/2016 17:53,59,,72,30.15,10,West,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1865,3,11/04/2016 20:02,12/04/2016 02:02,37.89697,-122.10155,37.89687,-122.10223,0.038,At CA-24/Grove Shafter Fwy - Accident.,,CA-24 E,R,Lafayette,Contra Costa,CA,94549,US,US/Pacific,KCCR,11/04/2016 19:53,59,,67,30.07,10,SW,5.8,0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1866,2,11/04/2016 20:03,12/04/2016 02:03,36.975239,-121.892246,36.97524,-121.892227,0.001,At Rio Del Mar Blvd - Accident.,,State Highway 1,R,Aptos,Santa Cruz,CA,95003,US,US/Pacific,KWVI,11/04/2016 19:53,55,,86,30.15,10,SW,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1867,3,12/04/2016 03:03,12/04/2016 09:03,37.99931,-122.07582,37.98972,-122.06754,0.801,At CA-4 - Accident.,,I-680 S,R,Martinez,Contra Costa,CA,94553,US,US/Pacific,KCCR,12/04/2016 02:53,54,,83,30.11,10,South,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1868,3,12/04/2016 04:51,12/04/2016 10:51,37.88339,-122.18032,37.87603,-122.18757,0.644,At CA-24/Grove Shafter Fwy/Bryant Way - Accident.,,CA-24 W,R,Orinda,Contra Costa,CA,94563,US,US/Pacific,KCCR,12/04/2016 04:53,54,,80,30.1,10,South,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1869,2,12/04/2016 06:19,12/04/2016 12:19,37.80706,-122.47557,37.80715,-122.47567,0.008,At Golden Gate Bridge/Toll Plaza - Accident.,,Golden Gate Brg S,R,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,12/04/2016 05:56,55,,72,30.16,10,WSW,10.4,,Mostly Cloudy,True,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1870,2,12/04/2016 06:27,12/04/2016 12:27,38.22248,-122.61016,38.21779,-122.60425,0.456,At Kastania Rd - Accident. Left lane blocked.,,Redwood Hwy S,R,Petaluma,Sonoma,CA,94952,US,US/Pacific,KO69,12/04/2016 06:35,50,,100,30.18,10,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1871,2,12/04/2016 06:41,12/04/2016 12:41,37.7412,-121.58183,37.73999,-121.58938,0.421,At Grant Line Rd - Accident.,,I-580 W,R,Tracy,Alameda,CA,95377,US,US/Pacific,KLVK,12/04/2016 06:51,53.6,,82,30.16,10,SW,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1872,2,12/04/2016 06:43,12/04/2016 12:43,38.02368,-121.36018,38.01907,-121.35785,0.343,At Hammer Ln - Accident.,,I-5 S,R,Stockton,San Joaquin,CA,95219,US,US/Pacific,KSCK,12/04/2016 06:55,53.1,,89,30.14,10,WNW,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1873,2,12/04/2016 07:05,12/04/2016 13:05,38.01042,-122.01975,38.01014,-122.02154,0.099,At Port Chicago Hwy - Accident.,,CA-4 W,R,Concord,Contra Costa,CA,94520,US,US/Pacific,KCCR,12/04/2016 06:53,55,,80,30.12,10,South,6.9,0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1874,2,12/04/2016 06:58,12/04/2016 12:58,37.70069,-122.02557,37.70227,-122.01791,0.433,At Eden Canyon Rd - Accident. Right lane blocked.,,I-580 E,R,Castro Valley,Alameda,CA,94552,US,US/Pacific,KHWD,12/04/2016 06:54,55.9,,77,30.21,10,West,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1875,2,12/04/2016 07:17,12/04/2016 13:17,38.4498,-122.6878,38.45853,-122.67479,0.927,At Mission Blvd - Accident.,2866, 4th St,R,Santa Rosa,Sonoma,CA,95405-4743,US,US/Pacific,KSTS,12/04/2016 07:09,51.1,,100,30.15,2.5,West,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1876,2,12/04/2016 07:32,12/04/2016 13:32,37.25081,-121.95894,37.2503,-121.9592,0.038,At CA-17/Garden Hill Dr - Accident. Left lane blocked.,,CA-17 S,R,Los Gatos,Santa Clara,CA,95032,US,US/Pacific,KSJC,12/04/2016 07:53,55.9,,80,30.2,10,NNW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1877,2,12/04/2016 07:44,12/04/2016 13:44,37.842337,-122.485822,37.841507,-122.486071,0.059,At Sausalito Lateral Rd - Accident. Right lane blocked.,,US-101 S,R,Sausalito,Marin,CA,94965,US,US/Pacific,KSFO,12/04/2016 07:56,55,,74,30.2,9,West,23,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1878,2,12/04/2016 07:52,12/04/2016 13:52,37.80706,-122.47557,37.80715,-122.47567,0.008,At Golden Gate Bridge/Toll Plaza - Accident.,,Golden Gate Brg S,R,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,12/04/2016 07:56,55,,74,30.2,9,West,23,,Overcast,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1879,2,12/04/2016 08:06,12/04/2016 14:06,37.83894,-122.29678,37.82763,-122.29626,0.782,Ramp to Powell St - Accident.,,I-80 W,R,Emeryville,Alameda,CA,94608,US,US/Pacific,KOAK,12/04/2016 07:53,55.9,,75,30.2,10,WSW,15,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1880,2,12/04/2016 08:06,12/04/2016 14:06,37.84131,-122.29735,37.839223,-122.296941,0.146,At Powell St - Accident.,,Eastshore Fwy W,R,Emeryville,Alameda,CA,94608,US,US/Pacific,KOAK,12/04/2016 07:53,55.9,,75,30.2,10,WSW,15,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1881,2,12/04/2016 08:14,12/04/2016 14:14,37.798777,-122.275241,37.798881,-122.275523,0.017,At 5th St/Adeline St/Market St - Accident. Right lane blocked.,,Nimitz Fwy N,R,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,12/04/2016 07:53,55.9,,75,30.2,10,WSW,15,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1882,2,12/04/2016 08:21,12/04/2016 14:21,38.00991,-122.54211,38.00519,-122.54046,0.338,At Freitas Pky - Accident.,,US-101 S,R,San Rafael,Marin,CA,94903,US,US/Pacific,KDVO,12/04/2016 08:15,55.4,,77,30.19,10,East,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1883,2,12/04/2016 08:28,12/04/2016 14:28,37.7719,-122.22442,37.76462,-122.2176,0.626,At High St - Accident. Right lane blocked.,,I-880 S,R,Oakland,Alameda,CA,94601,US,US/Pacific,KOAK,12/04/2016 08:53,57,,74,30.21,10,NNW,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1884,2,12/04/2016 08:41,12/04/2016 14:41,38.68354,-121.33599,38.68008,-121.33975,0.313,At Elkhorn Blvd/Greenback Ln - Accident.,,I-80 W,R,Sacramento,Sacramento,CA,95841,US,US/Pacific,KMCC,12/04/2016 08:50,55.4,,82,30.2,8,SSW,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1885,2,12/04/2016 08:41,12/04/2016 14:41,38.55342,-121.43682,38.5552,-121.44048,0.233,At 59th St - Accident.,1912, 59th St,R,Sacramento,Sacramento,CA,95819,US,US/Pacific,KSAC,12/04/2016 08:53,57,,81,30.18,10,SW,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1886,2,12/04/2016 08:53,12/04/2016 14:53,38.01912,-121.9395,38.01912,-121.94239,0.157,At Bailey Rd - Accident.,,CA-4 W,R,Pittsburg,Contra Costa,CA,94565,US,US/Pacific,KCCR,12/04/2016 08:53,57,,74,30.16,10,SW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1887,2,12/04/2016 09:12,12/04/2016 15:12,38.55342,-121.43682,38.5552,-121.44048,0.233,At 59th St - Accident.,1912, 59th St,R,Sacramento,Sacramento,CA,95819,US,US/Pacific,KSAC,12/04/2016 08:53,57,,81,30.18,10,SW,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1888,2,12/04/2016 09:22,12/04/2016 15:22,37.56469,-122.27235,37.56172,-122.27656,0.309,At Foster City Blvd - Accident. Right lane blocked.,,J Arthur Younger Fwy W,R,San Mateo,San Mateo,CA,94404,US,US/Pacific,KSQL,12/04/2016 08:52,55.4,,72,30.23,10,West,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1889,2,12/04/2016 09:31,12/04/2016 15:31,38.35403,-121.97915,38.35234,-121.98214,0.2,At Mason St - Accident.,,I-80 W,R,Vacaville,Solano,CA,95687,US,US/Pacific,KVCB,12/04/2016 09:53,62.1,,70,30.17,10,SSW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1890,3,12/04/2016 09:40,12/04/2016 15:40,37.423082,-121.924673,37.42275,-121.92656,0.106,At McCarthy Blvd - Accident.,,CA-237,R,Milpitas,Santa Clara,CA,95035,US,US/Pacific,KSJC,12/04/2016 09:53,55.9,,75,30.22,10,NW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1891,4,12/04/2016 13:20,12/04/2016 19:20,38.588883,-121.414067,38.58889,-121.415158,0.059,Closed past Hurley Way/San Ysidro Way - Road closed due to accident.,2226, Hurley Way,R,Sacramento,Sacramento,CA,95825-2317,US,US/Pacific,KMCC,12/04/2016 13:10,64.4,,59,30.19,9,South,11.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1892,2,12/04/2016 14:36,12/04/2016 20:36,37.9269,-122.36756,37.92231,-122.3575,0.633,At Cutting Blvd/Harbour Way - Accident.,,John T Knox Fwy E,R,Richmond,Contra Costa,CA,94804,US,US/Pacific,KCCR,12/04/2016 14:53,66,,52,30.15,10,SSW,12.7,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1893,3,12/04/2016 14:37,12/04/2016 20:37,38.49164,-121.80055,38.48886,-121.80383,0.261,At Pedrick Rd - Accident.,,I-80 W,R,Dixon,Solano,CA,95620,US,US/Pacific,KEDU,12/04/2016 13:35,66.2,,60,30.17,10,West,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1894,2,12/04/2016 15:07,12/04/2016 21:07,38.6581,-121.36307,38.66412,-121.35656,0.544,At Madison Ave - Accident.,,I-80 E,R,Sacramento,Sacramento,CA,95841,US,US/Pacific,KMCC,12/04/2016 13:30,66.2,,64,30.19,9,South,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1895,2,12/04/2016 15:23,12/04/2016 21:23,38.42024,-122.71557,38.42219,-122.7152,0.136,At Baker Ave/Exit 488A - Accident.,,US-101 N,R,Santa Rosa,Sonoma,CA,95407,US,US/Pacific,KSTS,12/04/2016 14:53,64.9,,63,30.14,10,WNW,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1896,2,12/04/2016 15:37,12/04/2016 21:37,37.89336,-122.1231,37.89366,-122.12175,0.076,At Oak Hill Rd - Accident.,,CA-24 E,R,Lafayette,Contra Costa,CA,94549,US,US/Pacific,KCCR,12/04/2016 15:53,66,,50,30.14,10,SW,13.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1897,2,12/04/2016 16:00,12/04/2016 22:00,38.244949,-122.080661,38.244204,-122.082372,0.106,At Rockville Rd/W Texas St - Accident.,,I-80 E,R,Fairfield,Solano,CA,94533,US,US/Pacific,KSUU,12/04/2016 15:58,65.1,,63,30.15,10,SW,19.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1898,3,12/04/2016 16:02,12/04/2016 22:02,38.52929,-121.75614,38.52747,-121.76158,0.32,Ramp to CA-113 - Accident.,,I-80 W,R,Dixon,Solano,CA,95620,US,US/Pacific,KEDU,12/04/2016 13:35,66.2,,60,30.17,10,West,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1899,2,12/04/2016 16:15,12/04/2016 22:15,37.85139,-122.29956,37.843083,-122.297701,0.583,Between CA-13/Ashby Ave/Bay St and Powell St - Accident.,,I-580 W,R,Berkeley,Alameda,CA,94710,US,US/Pacific,KOAK,12/04/2016 15:53,62.1,,56,30.22,10,West,16.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1900,2,12/04/2016 16:12,12/04/2016 22:12,37.91069,-121.28851,37.923959,-121.293316,0.953,Between Downing Ave and 8th St - Accident.,,I-5 N,R,Stockton,San Joaquin,CA,95206,US,US/Pacific,KSCK,12/04/2016 15:55,66.9,,59,30.16,10,West,15,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1901,2,12/04/2016 16:19,12/04/2016 22:19,37.32789,-122.05122,37.32847,-122.05158,0.045,Ramp to I-280/Junipero Serra Fwy - Accident.,,Norman Y Mineta Hwy,R,Cupertino,Santa Clara,CA,95014,US,US/Pacific,KNUQ,12/04/2016 15:56,60.1,,64,30.23,10,NNW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1902,3,12/04/2016 16:22,12/04/2016 22:22,37.34502,-121.84407,37.348048,-121.840242,0.297,Between King Rd and I-680/Sinclair Fwy/Bambi Ln - Accident.,,I-680 N,R,San Jose,Santa Clara,CA,95116,US,US/Pacific,KRHV,12/04/2016 15:55,60.8,,63,30.23,10,NW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1903,2,12/04/2016 16:25,12/04/2016 22:25,37.56143,-122.03589,37.56447,-122.03744,0.227,Ramp to CA-84/Decoto Rd - Accident.,,CA-84 W,R,Fremont,Alameda,CA,94536,US,US/Pacific,KPAO,12/04/2016 16:47,60.8,,63,30.22,10,WNW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1904,2,12/04/2016 16:23,12/04/2016 22:23,37.73221,-122.43226,37.73022,-122.43925,0.406,At Monterey Blvd/San Jose Ave - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,12/04/2016 15:56,61,,72,30.22,10,West,19.6,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
